FromWard,ToWard,Probability
19100023,19100104,6.36341008305248E-02
19100023,19100105,6.42035749052836E-02
19100023,19100106,1.28714834546087E-03
19100023,19100107,6.36302751280264E-02
19100023,19100108,0.00000000000000E+00
19100023,19100109,0.00000000000000E+00
19100023,19100110,2.62108864027921E-04
19100023,19100111,5.95267393085611E-07
19100023,19100112,1.09160610370564E-03
19100023,19100113,6.36342229316762E-02
19100023,19100114,0.00000000000000E+00
19100023,19100115,5.57280507593867E-03
19100023,19100116,0.00000000000000E+00
19100024,19100001,9.85571315663517E-04
19100024,19100002,2.08136258658955E-03
19100024,19100003,1.80419321551353E-03
19100024,19100004,1.01874606096927E-03
19100024,19100005,9.21769300274240E-04
19100024,19100006,8.51474745965834E-07
19100024,19100007,6.48598524870254E-07
19100024,19100008,1.01362723131640E-04
19100024,19100009,2.19129890836480E-03
19100024,19100010,2.12196882426317E-03
19100024,19100011,9.27072335322267E-05
19100024,19100012,2.43074136265120E-03
19100024,19100013,3.54466371874761E-02
19100024,19100014,1.79988826634072E-04
19100024,19100015,2.42609658879665E-05
19100024,19100016,3.52790762331240E-04
19100024,19100017,3.41472118522659E-04
19100024,19100018,1.42828314770439E-04
19100024,19100019,3.69742990010885E-04
19100024,19100020,3.53040955825016E-02
19100024,19100021,8.15026875516527E-04
19100024,19100022,2.14353751426596E-03
19100024,19100023,8.90718800489196E-04
19100024,19100024,3.20550994749096E-01
19100024,19100025,3.77422149726283E-02
19100024,19100026,3.76360498914421E-02
19100024,19100027,1.45964298410431E-03
19100024,19100028,3.51099748309602E-02
19100024,19100029,1.14424903167233E-03
19100024,19100030,3.58401628992466E-02
19100024,19100031,3.49856751368743E-02
19100024,19100032,1.32139805060489E-03
19100024,19100033,2.40743272772741E-04
19100024,19100034,2.24692476562952E-04
19100024,19100035,3.53195101774654E-02
19100024,19100036,3.51763714323581E-02
19100024,19100037,1.50391302833855E-04
19100024,19100038,1.58200501071779E-04
19100024,19100039,3.51678110565001E-02
19100024,19100040,3.51991082731265E-02
19100024,19100041,1.66015301537931E-04
19100024,19100042,4.60843473699860E-04
19100024,19100043,8.33402556768588E-04
19100024,19100044,3.58593612435792E-02
19100024,19100045,6.75581254451096E-04
19100024,19100046,8.32184476116422E-04
19100024,19100047,9.37891975182730E-04
19100024,19100048,6.55240343449221E-04
19100024,19100049,9.52003487719875E-04
19100024,19100050,3.49853218668262E-02
19100024,19100051,3.75664452768929E-02
19100024,19100052,3.71911387224018E-02
19100024,19100053,3.75059568734843E-02
19100024,19100054,6.40373931829491E-04
19100024,19100055,1.97944902426686E-03
19100024,19100056,3.48537669639147E-03
19100024,19100057,1.96272006602863E-03
19100024,19100058,2.49363782334624E-03
19100024,19100059,1.56763183242974E-03
19100024,19100060,8.58912194042356E-04
19100024,19100061,6.67760540049411E-07
19100024,19100062,1.91484642292887E-03
19100024,19100063,1.04357945894233E-03
19100024,19100064,2.07227166766359E-04
19100024,19100065,6.70439870844189E-04
19100024,19100066,6.60807293466976E-04
19100024,19100067,1.03579756320031E-03
19100024,19100068,5.60346537678927E-04
19100024,19100069,1.89476535354625E-06
19100024,19100070,9.13213831688649E-04
19100024,19100071,3.87351894639098E-04
19100024,19100072,1.87664287117710E-03
19100024,19100073,2.38199234119186E-03
19100024,19100074,6.00410644981208E-04
19100024,19100075,2.32759121426568E-04
19100024,19100076,2.20591344352243E-04
19100024,19100077,4.01877673330353E-04
19100024,19100078,2.16686713119882E-04
19100024,19100079,2.68459352624204E-04
19100024,19100080,2.26424784202404E-04
19100024,19100081,3.63427570505413E-04
19100024,19100082,2.56818034254004E-04
19100024,19100083,7.39446370209675E-05
19100024,19100084,8.28537331849713E-06
19100024,19100085,9.93256763102005E-05
19100024,19100086,1.16618854716250E-04
19100024,19100087,9.60171991397937E-05
19100024,19100088,2.70081402958814E-04
19100024,19100089,1.00276790039746E-04
19100024,19100090,3.84977591845149E-07
19100024,19100091,5.60104632513187E-07
19100024,19100092,5.19541367598306E-07
19100024,19100093,9.59119206730261E-05
19100024,19100094,5.48661669360911E-07
19100024,19100095,7.75206035294390E-05
19100024,19100096,9.57234105119258E-05
19100024,19100097,4.83309186996291E-07
19100024,19100098,5.83228028406255E-07
19100024,19100099,1.06814865332972E-04
19100024,19100100,1.02000872719652E-04
19100024,19100101,2.12741720642900E-04
19100024,19100102,7.11209396814537E-04
19100024,19100103,8.26302087689059E-04
19100024,19100104,1.17239357974117E-03
19100024,19100105,1.10427159887719E-03
19100024,19100106,3.52232723074983E-02
19100024,19100107,7.65831233043490E-04
19100024,19100108,3.47017318223873E-04
19100024,19100109,1.90977525761644E-04
19100024,19100110,6.74087311843556E-04
19100024,19100111,1.20383557505571E-06
19100024,19100112,7.04352981881540E-04
19100024,19100113,8.45864195283997E-04
19100024,19100114,2.49910967590154E-04
19100024,19100115,2.37706305857803E-03
19100024,19100116,1.06635432596773E-04
19100025,19100001,3.25668496245223E-02
19100025,19100002,3.13136398619441E-02
19100025,19100003,3.13126737569379E-02
19100025,19100004,6.92029014386512E-04
19100025,19100005,3.24682305178065E-02
19100025,19100006,1.41540238264433E-04
19100025,19100007,1.06539924150554E-04
19100025,19100008,3.13791080236797E-02
19100025,19100009,3.13130494071869E-02
19100025,19100010,3.13129753383263E-02
19100025,19100011,2.12719506353584E-09
19100025,19100012,3.13133052272839E-02
19100025,19100013,3.18612968283988E-02
19100025,19100014,2.96842093623208E-05
19100025,19100015,2.43383930417448E-05
19100025,19100016,8.84564834059598E-05
19100025,19100017,8.46123186506894E-05
19100025,19100018,7.74485309455895E-06
19100025,19100019,3.13709415481906E-02
19100025,19100020,2.62738293496705E-04
19100025,19100021,3.28189772303488E-02
19100025,19100022,3.13129983823754E-02
19100025,19100023,6.01936005635607E-04
19100025,19100024,3.23593784445865E-02
19100025,19100025,2.86357861720724E-01
19100025,19100026,3.13510221109633E-02
19100025,19100027,3.13125003450197E-02
19100025,19100028,3.25228132380765E-02
19100025,19100029,7.73180136674633E-04
19100025,19100030,3.21631996911558E-02
19100025,19100031,1.22028234580578E-03
19100025,19100032,9.14920808560789E-04
19100025,19100033,3.65276925411602E-05
19100025,19100034,3.35708366205950E-05
19100025,19100035,9.05060845297781E-05
19100025,19100036,1.01987331443218E-04
19100025,19100037,2.09281442007450E-05
19100025,19100038,2.22569158259105E-05
19100025,19100039,7.38956323046856E-05
19100025,19100040,8.96507345497122E-05
19100025,19100041,2.35866406964258E-05
19100025,19100042,3.46989858755714E-04
19100025,19100043,3.64015149494305E-04
19100025,19100044,7.85791960786773E-04
19100025,19100045,5.34716281578067E-04
19100025,19100046,7.32376692621956E-04
19100025,19100047,8.54507004886740E-04
19100025,19100048,5.97154402764094E-04
19100025,19100049,8.74364237803184E-04
19100025,19100050,1.14157436319461E-03
19100025,19100051,2.65472380805186E-03
19100025,19100052,2.33678512711383E-03
19100025,19100053,3.37976104264334E-02
19100025,19100054,3.05468726541577E-04
19100025,19100055,1.83743880919343E-03
19100025,19100056,3.47210523602533E-02
19100025,19100057,1.48478138741076E-03
19100025,19100058,6.45378513545533E-04
19100025,19100059,4.19954016586026E-04
19100025,19100060,7.81010473013504E-04
19100025,19100061,0.00000000000000E+00
19100025,19100062,4.96632509875099E-04
19100025,19100063,3.73972767313056E-04
19100025,19100064,9.33545542514106E-05
19100025,19100065,3.02607561587735E-04
19100025,19100066,2.98259832762697E-04
19100025,19100067,4.67514222422202E-04
19100025,19100068,2.52916046579147E-04
19100025,19100069,7.72041253913865E-07
19100025,19100070,3.30247496110615E-02
19100025,19100071,9.85852620443758E-05
19100025,19100072,5.17806115461136E-04
19100025,19100073,6.06784412506246E-04
19100025,19100074,4.05843439861526E-04
19100025,19100075,3.52952453595455E-05
19100025,19100076,3.28730097827286E-05
19100025,19100077,2.71522368603583E-04
19100025,19100078,3.22189404620785E-05
19100025,19100079,4.10179725360108E-05
19100025,19100080,3.38655968721894E-05
19100025,19100081,1.02898530992396E-04
19100025,19100082,3.90375281076777E-05
19100025,19100083,7.41806260911528E-05
19100025,19100084,8.31181550043679E-06
19100025,19100085,9.96426671690687E-05
19100025,19100086,1.16991035528806E-04
19100025,19100087,1.20674876970097E-06
19100025,19100088,4.12939748550235E-05
19100025,19100089,2.61935100693999E-06
19100025,19100090,0.00000000000000E+00
19100025,19100091,0.00000000000000E+00
19100025,19100092,0.00000000000000E+00
19100025,19100093,1.11674873461555E-06
19100025,19100094,0.00000000000000E+00
19100025,19100095,7.75156261356233E-05
19100025,19100096,1.09899667623916E-06
19100025,19100097,0.00000000000000E+00
19100025,19100098,0.00000000000000E+00
19100025,19100099,1.35467637354901E-05
19100025,19100100,1.02326401278327E-04
19100025,19100101,5.73767477519968E-04
19100025,19100102,3.26541859198861E-02
19100025,19100103,1.77493798462883E-03
19100025,19100104,1.16025261851390E-03
19100025,19100105,1.81873940098092E-03
19100025,19100106,1.27107138104226E-03
19100025,19100107,5.17479570482021E-04
19100025,19100108,8.64931896170883E-05
19100025,19100109,9.92736757681739E-05
19100025,19100110,2.67183698684180E-04
19100025,19100111,1.36866892080205E-04
19100025,19100112,1.51310320488856E-03
19100025,19100113,5.73447639012891E-04
19100025,19100114,5.35560168951168E-05
19100025,19100115,2.35040257883094E-03
19100025,19100116,1.34303639980699E-05
19100026,19100001,3.26005950642535E-02
19100026,19100002,3.13448769765809E-02
19100026,19100003,3.13442061426763E-02
19100026,19100004,6.91677999937221E-04
19100026,19100005,3.25019389153579E-02
19100026,19100006,1.41691006929773E-04
19100026,19100007,1.06653410480424E-04
19100026,19100008,3.14125322402346E-02
19100026,19100009,3.13441683686185E-02
19100026,19100010,3.13441683332319E-02
19100026,19100011,2.12274631606977E-09
19100026,19100012,3.13441684908375E-02
19100026,19100013,3.18574752528184E-02
19100026,19100014,2.96221287598192E-05
19100026,19100015,2.43386557296515E-05
19100026,19100016,8.82715042963309E-05
19100026,19100017,8.44353631637913E-05
19100026,19100018,7.72844667812991E-06
19100026,19100019,3.14041680698921E-02
19100026,19100020,2.25272688693531E-04
19100026,19100021,3.28531795692830E-02
19100026,19100022,3.13441683442413E-02
19100026,19100023,6.01625769758648E-04
19100026,19100024,3.23563393989092E-02
19100026,19100025,3.13452218340002E-02
19100026,19100026,2.86317077888961E-01
19100026,19100027,3.13444008808070E-02
19100026,19100028,3.25199323900155E-02
19100026,19100029,7.72781502480281E-04
19100026,19100030,3.21591534597748E-02
19100026,19100031,1.18408409901833E-03
19100026,19100032,9.14483973749091E-04
19100026,19100033,3.63381444484454E-05
19100026,19100034,3.33953255235835E-05
19100026,19100035,5.28691787502331E-05
19100026,19100036,6.44174976065587E-05
19100026,19100037,2.08187301403032E-05
19100026,19100038,2.21405548380434E-05
19100026,19100039,3.63049137953387E-05
19100026,19100040,5.20433344986717E-05
19100026,19100041,2.34633277974883E-05
19100026,19100042,3.46896521905837E-04
19100026,19100043,3.63540958747343E-04
19100026,19100044,7.48221630888048E-04
19100026,19100045,5.34593625946321E-04
19100026,19100046,7.32297639147604E-04
19100026,19100047,8.54415949054196E-04
19100026,19100048,5.97090969433952E-04
19100026,19100049,8.74279343050255E-04
19100026,19100050,1.10529227666212E-03
19100026,19100051,2.61729549141136E-03
19100026,19100052,2.29941870857464E-03
19100026,19100053,3.37935265897071E-02
19100026,19100054,3.05109305482819E-04
19100026,19100055,1.83728416871150E-03
19100026,19100056,3.47544266645176E-02
19100026,19100057,1.48426723995535E-03
19100026,19100058,6.43397710205671E-04
19100026,19100059,4.18723979546671E-04
19100026,19100060,7.80925440434511E-04
19100026,19100061,0.00000000000000E+00
19100026,19100062,4.95112584120531E-04
19100026,19100063,3.73254803683419E-04
19100026,19100064,9.32328110880085E-05
19100026,19100065,3.02212932722410E-04
19100026,19100066,2.97870873746745E-04
19100026,19100067,4.66904539682783E-04
19100026,19100068,2.52586220146654E-04
19100026,19100069,7.71643206901710E-07
19100026,19100070,3.30590670845984E-02
19100026,19100071,9.82762840858112E-05
19100026,19100072,5.16349725571191E-04
19100026,19100073,6.04881929210394E-04
19100026,19100074,4.05634027488618E-04
19100026,19100075,3.51129348804447E-05
19100026,19100076,3.27011469818625E-05
19100026,19100077,2.71382069452813E-04
19100026,19100078,3.20505622010905E-05
19100026,19100079,4.08035271994724E-05
19100026,19100080,3.36885447443214E-05
19100026,19100081,1.02648539070743E-04
19100026,19100082,3.88334390753003E-05
19100026,19100083,7.41814267337159E-05
19100026,19100084,8.31190521110138E-06
19100026,19100085,9.96437426272394E-05
19100026,19100086,1.16992298230504E-04
19100026,19100087,1.20422501406454E-06
19100026,19100088,4.10780865556440E-05
19100026,19100089,2.61387298033368E-06
19100026,19100090,0.00000000000000E+00
19100026,19100091,0.00000000000000E+00
19100026,19100092,0.00000000000000E+00
19100026,19100093,1.11441320216320E-06
19100026,19100094,0.00000000000000E+00
19100026,19100095,7.75164627733394E-05
19100026,19100096,1.09678350618120E-06
19100026,19100097,0.00000000000000E+00
19100026,19100098,0.00000000000000E+00
19100026,19100099,1.34766735628611E-05
19100026,19100100,1.02327505702440E-04
19100026,19100101,5.74154401069609E-04
19100026,19100102,3.26883228697611E-02
19100026,19100103,1.77595470886215E-03
19100026,19100104,1.16023687162381E-03
19100026,19100105,1.81950199282592E-03
19100026,19100106,1.23480074946809E-03
19100026,19100107,5.17212769717377E-04
19100026,19100108,8.63123005370330E-05
19100026,19100109,9.92747427857561E-05
19100026,19100110,2.66747314039794E-04
19100026,19100111,1.37012275019800E-04
19100026,19100112,1.51397000386273E-03
19100026,19100113,5.73154971786701E-04
19100026,19100114,5.34440115607029E-05
19100026,19100115,2.35037073537602E-03
19100026,19100116,1.33601489496574E-05
19100027,19100001,3.26013399701556E-02
19100027,19100002,3.13465830472100E-02
19100027,19100003,3.13400434622243E-02
19100027,19100004,6.98421902401376E-04
19100027,19100005,3.25026933383173E-02
19100027,19100006,1.41669177560176E-04
19100027,19100007,1.06636979114972E-04
19100027,19100008,3.14076930213473E-02
19100027,19100009,3.13401570405894E-02
19100027,19100010,3.13401299003433E-02
19100027,19100011,2.12241607342129E-09
19100027,19100012,3.13402507779619E-02
19100027,19100013,3.18526545677428E-02
19100027,19100014,2.96175203475086E-05
19100027,19100015,2.43348937872286E-05
19100027,19100016,8.82577716147859E-05
19100027,19100017,8.44222272757459E-05
19100027,19100018,7.72724423804979E-06
19100027,19100019,3.13993297573391E-02
19100027,19100020,2.25249239366391E-04
19100027,19100021,3.28489240070292E-02
19100027,19100022,3.13401383441233E-02
19100027,19100023,6.08251100425796E-04
19100027,19100024,3.23515415367519E-02
19100027,19100025,3.13414157172024E-02
19100027,19100026,3.13403393151177E-02
19100027,19100027,2.86323970848455E-01
19100027,19100028,3.25151479793882E-02
19100027,19100029,7.73892717583975E-04
19100027,19100030,3.21546388537158E-02
19100027,19100031,1.18411951556546E-03
19100027,19100032,9.21492241519949E-04
19100027,19100033,3.63325264624265E-05
19100027,19100034,3.33900796724086E-05
19100027,19100035,5.28461028206975E-05
19100027,19100036,6.43967305420201E-05
19100027,19100037,2.08154598634529E-05
19100027,19100038,2.21370769244794E-05
19100027,19100039,3.62831695315464E-05
19100027,19100040,5.20212298585578E-05
19100027,19100041,2.34596420982544E-05
19100027,19100042,3.46902307126003E-04
19100027,19100043,3.63629197486471E-04
19100027,19100044,7.48219729973311E-04
19100027,19100045,5.34603279569268E-04
19100027,19100046,7.32313962900222E-04
19100027,19100047,8.54435098455950E-04
19100027,19100048,5.97104314965498E-04
19100027,19100049,8.74303532785030E-04
19100027,19100050,1.10532414505559E-03
19100027,19100051,2.61751343805855E-03
19100027,19100052,2.29960594189890E-03
19100027,19100053,3.37888989276789E-02
19100027,19100054,3.05189574184892E-04
19100027,19100055,1.83789679974263E-03
19100027,19100056,3.47556754065716E-02
19100027,19100057,1.48445593028770E-03
19100027,19100058,6.43600270156420E-04
19100027,19100059,4.18856069057969E-04
19100027,19100060,7.80943218950184E-04
19100027,19100061,0.00000000000000E+00
19100027,19100062,4.95270720363388E-04
19100027,19100063,3.73355316394732E-04
19100027,19100064,9.32554661182749E-05
19100027,19100065,3.02286368705492E-04
19100027,19100066,2.97943254634776E-04
19100027,19100067,4.67017994767475E-04
19100027,19100068,2.52647597127521E-04
19100027,19100069,7.71831003139146E-07
19100027,19100070,3.30606206184831E-02
19100027,19100071,9.83078896733155E-05
19100027,19100072,5.16508614650682E-04
19100027,19100073,6.05076452097491E-04
19100027,19100074,4.05732752416987E-04
19100027,19100075,3.51076448599902E-05
19100027,19100076,3.26960101746109E-05
19100027,19100077,2.71448012531224E-04
19100027,19100078,3.20455342096461E-05
19100027,19100079,4.07971176428130E-05
19100027,19100080,3.36832528332752E-05
19100027,19100081,1.02661736931992E-04
19100027,19100082,3.88273392288807E-05
19100027,19100083,7.41699607653683E-05
19100027,19100084,8.31062046846087E-06
19100027,19100085,9.96283410361767E-05
19100027,19100086,1.16974215132787E-04
19100027,19100087,1.20403766880571E-06
19100027,19100088,4.10716338702682E-05
19100027,19100089,2.61346633148955E-06
19100027,19100090,0.00000000000000E+00
19100027,19100091,0.00000000000000E+00
19100027,19100092,0.00000000000000E+00
19100027,19100093,1.11423982922429E-06
19100027,19100094,0.00000000000000E+00
19100027,19100095,7.75044813199257E-05
19100027,19100096,1.09661291677274E-06
19100027,19100097,0.00000000000000E+00
19100027,19100098,0.00000000000000E+00
19100027,19100099,1.34745569535493E-05
19100027,19100100,1.02311689291336E-04
19100027,19100101,5.74307806191878E-04
19100027,19100102,3.26839835771108E-02
19100027,19100103,1.78238384961767E-03
19100027,19100104,1.16654436161902E-03
19100027,19100105,1.82542485515420E-03
19100027,19100106,1.23483042836065E-03
19100027,19100107,5.17956491765186E-04
19100027,19100108,8.62988726476475E-05
19100027,19100109,9.92593982276011E-05
19100027,19100110,2.66815894969456E-04
19100027,19100111,1.36991606157262E-04
19100027,19100112,1.52030062019959E-03
19100027,19100113,5.79733817372216E-04
19100027,19100114,5.34356970994837E-05
19100027,19100115,2.35059999187114E-03
19100027,19100116,1.33580502920768E-05
19100028,19100001,1.12508245740001E-03
19100028,19100002,2.20896399443770E-03
19100028,19100003,1.93288382064764E-03
19100028,19100004,1.01908104496731E-03
19100028,19100005,1.06097680199098E-03
19100028,19100006,1.06397511646211E-06
19100028,19100007,8.00873515516999E-07
19100028,19100008,2.36635350778640E-04
19100028,19100009,2.31846087576220E-03
19100028,19100010,2.24940731603712E-03
19100028,19100011,6.27224349460840E-09
19100028,19100012,2.55695905426360E-03
19100028,19100013,3.54219880082588E-02
19100028,19100014,8.75268057250612E-05
19100028,19100015,2.40936378372928E-05
19100028,19100016,2.60807774189933E-04
19100028,19100017,2.49487728849075E-04
19100028,19100018,2.30312660000793E-05
19100028,19100019,4.12667854526356E-04
19100028,19100020,3.51707090410165E-02
19100028,19100021,9.51501627423973E-04
19100028,19100022,2.27089102198974E-03
19100028,19100023,8.90993261606271E-04
19100028,19100024,3.51909600556064E-02
19100028,19100025,3.78252905961344E-02
19100028,19100026,3.77195406730701E-02
19100028,19100027,1.58969256055253E-03
19100028,19100028,3.20775038502460E-01
19100028,19100029,1.14460109380351E-03
19100028,19100030,3.59332102762418E-02
19100028,19100031,3.49474127793379E-02
19100028,19100032,1.32193457247538E-03
19100028,19100033,2.13136059348518E-04
19100028,19100034,1.97100459925152E-04
19100028,19100035,3.51580837436044E-02
19100028,19100036,3.51070717935569E-02
19100028,19100037,1.22872923721424E-04
19100028,19100038,1.30674382511847E-04
19100028,19100039,3.50984390500945E-02
19100028,19100040,3.51297369087564E-02
19100028,19100041,1.38481437978308E-04
19100028,19100042,4.33954957605725E-04
19100028,19100043,8.05834701337666E-04
19100028,19100044,3.57913386206993E-02
19100028,19100045,6.48998680794966E-04
19100028,19100046,8.06033487558855E-04
19100028,19100047,9.39346802763322E-04
19100028,19100048,6.56257381207056E-04
19100028,19100049,9.53463549490653E-04
19100028,19100050,3.49468211218983E-02
19100028,19100051,3.75279519136583E-02
19100028,19100052,3.71523406788871E-02
19100028,19100053,3.76026591831979E-02
19100028,19100054,6.40353479399464E-04
19100028,19100055,1.98152257476682E-03
19100028,19100056,3.62508465600918E-03
19100028,19100057,1.96382995549318E-03
19100028,19100058,2.49095995838662E-03
19100028,19100059,1.56602111502870E-03
19100028,19100060,8.60238201903589E-04
19100028,19100061,0.00000000000000E+00
19100028,19100062,1.91279872573149E-03
19100028,19100063,1.04292375616868E-03
19100028,19100064,2.06786775860491E-04
19100028,19100065,6.70296618236889E-04
19100028,19100066,6.60666099048462E-04
19100028,19100067,1.03557624476741E-03
19100028,19100068,5.60226485519246E-04
19100028,19100069,1.14291511353597E-06
19100028,19100070,1.04999920607749E-03
19100028,19100071,3.86470472916199E-04
19100028,19100072,1.87477381803185E-03
19100028,19100073,2.37939242425834E-03
19100028,19100074,6.00960028158041E-04
19100028,19100075,2.05160082851229E-04
19100028,19100076,1.93003392215878E-04
19100028,19100077,4.02243831041951E-04
19100028,19100078,1.89102659274708E-04
19100028,19100079,2.40823943216394E-04
19100028,19100080,1.98831050729710E-04
19100028,19100081,3.35824456892957E-04
19100028,19100082,2.29194180043429E-04
19100028,19100083,7.34346403445105E-05
19100028,19100084,8.22822904102315E-06
19100028,19100085,9.86406264290214E-05
19100028,19100086,1.15814533663181E-04
19100028,19100087,3.55821722705689E-06
19100028,19100088,2.42444402802570E-04
19100028,19100089,7.72341361401365E-06
19100028,19100090,0.00000000000000E+00
19100028,19100091,0.00000000000000E+00
19100028,19100092,0.00000000000000E+00
19100028,19100093,3.29284328732955E-06
19100028,19100094,0.00000000000000E+00
19100028,19100095,7.67361024879236E-05
19100028,19100096,3.16108204890513E-06
19100028,19100097,0.00000000000000E+00
19100028,19100098,0.00000000000000E+00
19100028,19100099,7.88521473980838E-05
19100028,19100100,1.01297371990207E-04
19100028,19100101,2.13257724018466E-04
19100028,19100102,8.47635514337762E-04
19100028,19100103,8.27621639897408E-04
19100028,19100104,1.17492452843174E-03
19100028,19100105,1.10820679494428E-03
19100028,19100106,3.50656451677690E-02
19100028,19100107,7.66066863722270E-04
19100028,19100108,2.55033661558971E-04
19100028,19100109,9.82794994098888E-05
19100028,19100110,6.73778026493141E-04
19100028,19100111,1.40869170659027E-06
19100028,19100112,7.05477293248401E-04
19100028,19100113,8.46135589048163E-04
19100028,19100114,1.57915173989343E-04
19100028,19100115,2.38007220243575E-03
19100028,19100116,7.88520986503456E-05
19100029,19100001,9.99310846108092E-06
19100029,19100002,9.18215102618350E-04
19100029,19100003,7.89686709615546E-04
19100029,19100004,6.36363636363636E-02
19100029,19100005,2.07993474210691E-06
19100029,19100006,0.00000000000000E+00
19100029,19100007,0.00000000000000E+00
19100029,19100008,3.51134246513984E-07
19100029,19100009,9.69057766517470E-04
19100029,19100010,9.36933964888593E-04
19100029,19100011,0.00000000000000E+00
19100029,19100012,1.08000741495747E-03
19100029,19100013,4.99233406025811E-04
19100029,19100014,0.00000000000000E+00
19100029,19100015,0.00000000000000E+00
19100029,19100016,0.00000000000000E+00
19100029,19100017,0.00000000000000E+00
19100029,19100018,0.00000000000000E+00
19100029,19100019,5.45737541420299E-09
19100029,19100020,1.58410991983497E-04
19100029,19100021,1.08978117184726E-03
19100029,19100022,9.46928211543258E-04
19100029,19100023,6.36363636363636E-02
19100029,19100024,1.09430777824599E-03
19100029,19100025,1.23454711623144E-03
19100029,19100026,1.18424097817692E-03
19100029,19100027,6.29957004194508E-04
19100029,19100028,1.27789575851032E-03
19100029,19100029,3.53246753246753E-01
19100029,19100030,1.22851560030590E-03
19100029,19100031,1.27556286758378E-03
19100029,19100032,6.36363636363636E-02
19100029,19100033,1.21000212409989E-07
19100029,19100034,0.00000000000000E+00
19100029,19100035,1.66823268322863E-05
19100029,19100036,3.86603910019997E-05
19100029,19100037,0.00000000000000E+00
19100029,19100038,0.00000000000000E+00
19100029,19100039,9.91457986952082E-06
19100029,19100040,2.11708187881307E-05
19100029,19100041,0.00000000000000E+00
19100029,19100042,8.04189811326569E-05
19100029,19100043,1.95681195343070E-04
19100029,19100044,2.02064922126430E-04
19100029,19100045,1.24916524964385E-04
19100029,19100046,1.75249208699496E-04
19100029,19100047,2.04613083687412E-04
19100029,19100048,1.42939952090920E-04
19100029,19100049,3.62609800039136E-04
19100029,19100050,1.19068254305683E-03
19100029,19100051,6.47573121750400E-03
19100029,19100052,5.62650470304911E-03
19100029,19100053,6.00839539964903E-03
19100029,19100054,2.31432304688979E-04
19100029,19100055,6.73802815731273E-02
19100029,19100056,7.21127706155517E-02
19100029,19100057,3.38719642003840E-03
19100029,19100058,1.89939910818953E-03
19100029,19100059,1.16160475638485E-03
19100029,19100060,1.89006015795729E-04
19100029,19100061,0.00000000000000E+00
19100029,19100062,1.44853948220368E-03
19100029,19100063,5.11278524797451E-04
19100029,19100064,5.02185509922399E-05
19100029,19100065,1.62782773524961E-04
19100029,19100066,1.60443984127364E-04
19100029,19100067,2.51491606452097E-04
19100029,19100068,1.36052038207860E-04
19100029,19100069,0.00000000000000E+00
19100029,19100070,1.19917895758058E-03
19100029,19100071,2.95866334476172E-04
19100029,19100072,1.32950564448876E-03
19100029,19100073,1.82144567190842E-03
19100029,19100074,1.93317758748719E-07
19100029,19100075,3.03783827339460E-07
19100029,19100076,0.00000000000000E+00
19100029,19100077,2.89427422175646E-06
19100029,19100078,8.91234738993480E-09
19100029,19100079,0.00000000000000E+00
19100029,19100080,0.00000000000000E+00
19100029,19100081,3.94773843716166E-05
19100029,19100082,3.25952949698235E-10
19100029,19100083,0.00000000000000E+00
19100029,19100084,0.00000000000000E+00
19100029,19100085,0.00000000000000E+00
19100029,19100086,0.00000000000000E+00
19100029,19100087,0.00000000000000E+00
19100029,19100088,0.00000000000000E+00
19100029,19100089,0.00000000000000E+00
19100029,19100090,0.00000000000000E+00
19100029,19100091,0.00000000000000E+00
19100029,19100092,0.00000000000000E+00
19100029,19100093,0.00000000000000E+00
19100029,19100094,0.00000000000000E+00
19100029,19100095,0.00000000000000E+00
19100029,19100096,0.00000000000000E+00
19100029,19100097,0.00000000000000E+00
19100029,19100098,0.00000000000000E+00
19100029,19100099,0.00000000000000E+00
19100029,19100100,0.00000000000000E+00
19100029,19100101,3.27313165134581E-04
19100029,19100102,9.42930076152146E-04
19100029,19100103,1.27524192851654E-03
19100029,19100104,6.36363636363636E-02
19100029,19100105,6.42060884500382E-02
19100029,19100106,1.28712204908359E-03
19100029,19100107,6.36363636363636E-02
19100029,19100108,0.00000000000000E+00
19100029,19100109,0.00000000000000E+00
19100029,19100110,2.62061903609981E-04
19100029,19100111,5.95032362968024E-07
19100029,19100112,1.08728514139232E-03
19100029,19100113,6.36363636363636E-02
19100029,19100114,0.00000000000000E+00
19100029,19100115,5.57298670164069E-03
19100029,19100116,0.00000000000000E+00
19100030,19100001,8.90887203044830E-03
19100030,19100002,9.41414858361764E-03
19100030,19100003,9.20617410804175E-03
19100030,19100004,9.38220836691026E-04
19100030,19100005,8.83621920819498E-03
19100030,19100006,3.58403694588630E-05
19100030,19100007,2.69777011152213E-05
19100030,19100008,7.94628598397820E-03
19100030,19100009,9.49639284764966E-03
19100030,19100010,9.44441546665633E-03
19100030,19100011,5.24597685531377E-09
19100030,19100012,9.67591307426124E-03
19100030,19100013,3.45389191027608E-02
19100030,19100014,7.32056396483828E-05
19100030,19100015,2.41531371611646E-05
19100030,19100016,2.18135563157459E-04
19100030,19100017,2.08666460789045E-04
19100030,19100018,1.92465213177770E-05
19100030,19100019,8.07671479250595E-03
19100030,19100020,2.65272746444488E-02
19100030,19100021,8.84061904054646E-03
19100030,19100022,9.46058649062517E-03
19100030,19100023,8.19526085509311E-04
19100030,19100024,3.44884162027975E-02
19100030,19100025,3.62212207290542E-02
19100030,19100026,3.61413656466132E-02
19100030,19100027,8.94789844548421E-03
